Subject,Session,Trial,Prime [Trial],PrimeResponse.RESP[Trial],PrimeResponse.RT[Trial],Target[Trial],TargetDefinition.RESP[Trial],TargetDefinition.RT[Trial],TargetQuestion.RESP[Trial],TargetQuestion.RT[Trial],TargetResponse.RESP[Trial],TargetResponse.RT[Trial],PrimeFirstResponseAccuracy,TargetFirstResponseAccuracy,PrimeCondition,RTrecognisePrime,RTrecogniseTarget
16,1,3,B r o s n a n,{SHIFT}Brosnan{SPACE},2497,C o n n e r y,{SHIFT}Brosnan{SPACE},4839,2,989,{SHIFT}Connery{SPACE},3785,1,0,R,4197,3108
16,1,51,p r o t o c o l ,protocol{SPACE},1920,c o v e n a n t ,vow{SPACE},8874,1,1620,covanent{SPACE},2913,1,0,R,1565,1149
16,1,66,H o m e r,homer{SPACE},918,D a n t e,dante{SPACE},2787,1,370,dante{SPACE},855,1,1,R,1589,773
16,1,59,s u r r e n d e r,surrender{SPACE},1979,d e f a u l t,{SPACE},7251,2,997,default{SPACE},2444,1,0,R,1045,1044
16,1,26,c o n s u m e,consume{SPACE},1766,d e p l e t e,{SPACE},4934,2,1290,deplete{SPACE},1426,1,0,R,2204,1568
16,1,75,s p l i t,split{SPACE},848,d i v e r g e,{SPACE},6263,2,1404,diverge{SPACE},1304,1,0,R,1074,1356
16,1,64,b i z a r r e,bizarre{SPACE},1674,e c c e n t r i c,zany{SPACE},7948,1,1175,eccentric{SPACE},1798,1,0,R,1742,1971
16,1,57,p o s s e s s i o n ,possession{SPACE},1665,e x o r c i s m ,exorcism{SPACE},3445,1,971,exorcism{SPACE},2433,1,1,R,2936,1554
16,1,69,N e w t o n ,newton{SPACE},1324,F a r a d a y,,0,4,2190,faraday{SPACE},1977,1,0,R,1761,3323
16,1,71,v e g e t a t i o n ,vegetation{SPACE},2524,f o l i a g e,{SPACE},8545,3,2183,foliage{SPACE},1592,1,0,R,3309,1356
16,1,38,H e p b u r n,hepburn{SPACE},1609,G a r l a n d,garland{SPACE},8686,1,2111,garland{SPACE},1611,1,1,R,1374,1142
16,1,42,p u p p y,puppy{SPACE},1614,g o s l i n g,gosling{SPACE},3228,1,602,gosling{SPACE},2006,1,1,R,1073,822
16,1,70,J e f f e r s o n,jefferson{SPACE},2060,H a n c o c k,hancock{SPACE},3474,1,871,hancock{SPACE},2999,1,1,R,1244,906
16,1,37,B u d a p e s t ,budapest{SPACE},4653,H e l s i n k i ,helsinki{SPACE},4568,1,2760,helsinki{SPACE},1863,1,1,R,1679,857
16,1,45,d r e d g e ,dredge{SPACE},2217,h o i s t,{SPACE},8441,2,1425,hoist{SPACE},1287,1,0,R,1059,1089
16,1,56,S t a l i n ,stalin{SPACE},1474,H u s s e i n,{SPACE},6908,3,1050,hussein{SPACE},1514,1,0,R,1798,1608
16,1,28,u n i q u e n e s s ,uniquness{SPACE},8377,i d i o s y n c r a s y ,unique{SPACE},8339,1,1056,idosyncrasy{SPACE},4102,1,0,R,1693,2786
16,1,5,i m p l e m e n t,implement{SPACE},1984,i n t e r j e c t,interject{SPACE},6568,1,1218,interject{SPACE},1813,1,1,P,2647,2252
16,1,43,J a c k m a n,jackman{SPACE},1722,J a g g e r ,{SPACE},4907,4,1344,jagger{SPACE},2246,1,0,P,2092,1138
16,1,7,l a b e l,label{SPACE},1440,l i b e l,,0,4,4158,libel{SPACE},1225,1,0,P,1314,958
16,1,72,l o c k e t ,locket{SPACE},1077,l o q u a c i o u s ,boisterous{SPACE},8268,3,1723,loquacious{SPACE},2366,1,0,P,1385,1780
16,1,27,M a n d a r i n ,mandarin{SPACE},1994,M a n d e l a,mendela{SPACE},5251,1,795,mandela{SPACE},1942,1,0,P,1659,1072
16,1,35,m e d i u m ,medium{SPACE},1235,m e a g e r ,,0,2,1609,meager{SPACE},1635,1,0,P,1053,1235
16,1,47,m u r d e r ,murder{SPACE},1286,M e r c u r y,mercury{SPACE},3565,1,736,mercury{SPACE},1635,1,1,P,1143,918
16,1,8,m i l i t a r y ,military{SPACE},1709,M i l l e r ,,0,2,1425,{SHIFT}Miller{SPACE},1616,1,0,P,2393,3114
16,1,41,m i l k ,milk{SPACE},926,m i n c e,mince{SPACE},3212,1,907,mince{SPACE},920,1,1,P,1912,908
16,1,15,m o n o p o l y ,monopoly{SPACE},2468,m o n o t o n y ,monotony{SPACE},9082,1,1021,monotony{SPACE},2263,1,1,P,1070,2288
16,1,65,M o n a r c h,monarch{SPACE},2286,M o n r o e ,monroe{SPACE},4955,1,2206,monroe{SPACE},1403,1,1,P,1279,977
16,1,29,n a r r a t e,narrate{SPACE},1377,N a i r o b i,{SPACE},2718,2,1150,narobi{SPACE},3159,1,0,P,1118,2139
16,1,11,n u m b n e s s ,numbness{SPACE},3598,n u l l i f y,nullify{SPACE},7151,1,1508,nullify{SPACE},1906,1,1,P,3163,1233
16,1,63,n e u r a l ,neural{SPACE},1817,N u r e m b e r g,auws,9591,1,4378,nuremberg{SPACE},2624,1,0,P,3141,1782
16,1,53,o b s t r u c t ,abstract{SPACE},2017,o b s c u r e,,0,2,1707,obscure{SPACE},1835,1,0,P,1380,928
16,1,34,o m n i v o r e ,omnivore{SPACE},1438,o m n i p o t e n t ,omniscient{SPACE},6169,1,1505,omnipotent{SPACE},2741,1,0,P,1812,1985
16,1,17,o s t e o p o r o s i s ,osteoperosis{SPACE},5475,o s t e n t a t i o u s ,,0,3,3397,ostenatious{SPACE},2309,1,0,P,4150,3368
16,1,6,o s m o s i s,osmosis{SPACE},1657,O s w a l d ,{SHIFT}{SHIFT}Osbourn{SPACE},9549,3,4671,{SHIFT}Oswald{SPACE},2315,1,0,P,2724,2659
16,1,2,O n t a r i o,ontario{SPACE},6386,O t t a w a ,{SHIFT}Ontario{SPACE},4465,2,5876,{SHIFT}Ottowa{SPACE},6352,1,0,B,3315,4146
16,1,31,p l a c e b o,placebo{SPACE},1569,p a n a c e a,{SPACE},5096,2,965,panacea{SPACE},2322,1,0,B,1280,5379
16,1,24,p a r a d i g m ,paradigm{SPACE},2156,p a r a g o n,archetype{SPACE},8301,1,2315,paragon{SPACE},1848,1,0,B,2326,3172
16,1,60,p r o m i s c u o u s,promiscuous{SPACE},3403,p o l y g a m y ,poligamy{SPACE},4610,1,784,poligamy{SPACE},2473,1,1,B,2692,1159
16,1,40,p r o d i g y,prodigy{SPACE},3448,p r e c o c i o u s ,{SPACE},8429,2,1159,precocious{SPACE},6132,1,0,B,1059,4250
16,1,36,p r o g n o s i s,prognosis{SPACE},1802,p r o p h e c y ,,0,4,2043,prophecy{SPACE},1995,1,0,B,2390,1077
16,1,32,S a i g o n ,saigon{SPACE},1361,S e o u l,{SPACE},4576,3,1567,seoul{SPACE},1279,1,0,B,1448,1131
16,1,48,S h e l l e y,shelley{SPACE},2174,S h a w ,{SPACE},2625,2,757,shaw{SPACE},894,1,0,B,2196,1163
16,1,16,S w i t z e r l a n d,{SHIFT}Switzerland{SPACE},2404,S i c i l y ,,0,3,1969,{SHIFT}Sicily{SPACE},1680,1,0,B,1185,1181
16,1,49,S o l o ,solo{SPACE},1160,S k y w a l k e r,luke{SPACE},8588,1,1856,skywalker{SPACE},2247,1,0,B,1190,1089
16,1,76,s u b s t i t u t e ,substitute{SPACE},2125,s u r r o g a t e,surgate{SPACE},4576,1,1071,surrogate{SPACE},2048,1,0,B,2327,1597
16,1,18,T o l s t o y,tolstoy{SPACE},2554,T h o r e a u,thoreau{SPACE},8477,1,2278,thoreau{SPACE},2112,1,1,B,1325,1479
16,1,68,t w i t c h ,twitch{SPACE},1428,t i c,tick{SPACE},6592,1,1226,tic{SPACE},1019,1,0,B,1203,1841
16,1,55,t y p h o o n,typhoon{SPACE},2226,t s u n a m i,,0,3,1445,tsunami{SPACE},2485,1,0,B,1117,1237
16,1,74,T e s l a,tesla{SPACE},1062,T u r i n g ,turing{SPACE},3615,1,960,turing{SPACE},1172,1,1,B,1105,1136
16,1,33,W e a s l e y,weasley{SPACE},1468,W a t s o n ,watson{SPACE},3256,1,422,watson{SPACE},1783,1,1,B,1613,808
16,1,22,W a l k e r ,walker{SPACE},1283,W a y n e,wayne{SPACE},2981,1,1212,wayne{SPACE},1080,1,1,B,2249,1091
16,1,12,Y o s e m i t e ,{SHIFT}Yosemite{SPACE},2689,Y e l l o w s t o n e,{SHIFT}{SHIFT}Yosemite{SPACE},8671,1,3489,{SHIFT}Yellowstone{SPACE},3087,1,0,B,2665,3328
17,1,17,d i g e s t ,digest{SPACE},1762,a b d i c a t e ,abdocate{SPACE},4661,1,703,abdicate{SPACE},2283,1,0,U,2917,2585
17,1,68,e c s t a t i c ,estastic{SPACE},2756,a b o r i g i n e,,0,3,691,aborgine{SPACE},2209,1,0,U,2820,4210
17,1,30,e x e r c i s e ,e{ALT}xercise{SPACE},2400,a b s t a i n,protest{SPACE},5446,1,2317,abstain{SPACE},1543,1,0,U,2997,3751
17,1,37,F a h r e n h e i t ,farenheit{SPACE},4000,a d v o c a t e ,persuade{SPACE},7203,1,1020,advocate{SPACE},1441,1,0,U,3114,1833
17,1,52,f o l d i n g,follwing{SPACE},1134,A l c o t t ,{SPACE},5615,4,313,alcott{SPACE},1017,0,0,U,2095,1924
17,1,22,g a r n i s h,garnish{SPACE},1540,a n a c h r o n i s m,artifact{SPACE},9280,3,944,anachorism{SPACE},1736,1,0,U,2153,4805
17,1,67,M c C a r t n e y,mccartney{SPACE},1856,a n a g r a m,ano,9918,4,2824,anagram{SPACE},1491,1,0,U,3180,2733
17,1,24,M e l v i l l e ,melville{SPACE},2202,A n d e s,andes{SPACE},9003,3,1368,andes{SPACE},1112,1,1,U,5288,2307
17,1,27,m a s h ,mash{SPACE},851,A u r o r a ,aurora{SPACE},6044,1,584,aurora{SPACE},1097,1,1,U,2270,1322
17,1,33,m o n o g a m y ,monogamy{SPACE},1626,B a n g k o k,bangkok{SPACE},7937,1,573,bangkok{SPACE},1406,1,1,U,3953,1068
17,1,14,M a d o n n a,madonna{SPACE},1325,b a r t e r ,barder{SPACE},5438,1,437,barter{SPACE},1280,1,0,U,2606,1884
17,1,18,N i l e ,nile{SPACE},875,B e c k h a m,beckman{SPACE},5203,3,1300,beckham{SPACE},2681,1,0,U,1791,2304
17,1,62,T o k y o,toyko{SPACE},1323,b i n o m i a l ,equation{SPACE},5395,1,329,binomial{SPACE},2683,1,0,U,1659,2878
17,1,40,W i l d e,wilde{SPACE},629,c a r c a s s,carcus{SPACE},4508,1,758,carcass{SPACE},1376,1,1,U,1921,3420
17,1,19,C o r s i c a,corsico{SPACE},2258,C a r r o l l,carroll{SPACE},3933,1,710,carroll{SPACE},1192,0,1,U,3662,1885
17,1,45,L e i a ,leia{SPACE},696,c h a m e l e o n,chamelon{SPACE},4366,1,1517,chamelon{SPACE},1711,1,1,U,2677,3246
17,1,5,m i d w i f e,midwife{SPACE},3955,C h u r c h i l l,chur,9867,4,6093,churchill{SPACE},4025,1,0,U,2601,1427
17,1,42,E m e r s o n,emerson{SPACE},1166,C l e m e n s,clemons{SPACE},8443,1,561,clemons{SPACE},889,1,1,U,2231,1857
17,1,13,p a r a l l e l ,parallel{SPACE},1638,c o n g r u e n t,mirror{SPACE},9165,3,1281,congruent{SPACE},2021,1,0,R,2800,3419
17,1,34,B r o s n a n,bronson{SPACE},2731,C o n n e r y,connery{SPACE},5140,1,535,connery{SPACE},1042,0,1,R,2626,1769
17,1,75,p r o t o c o l ,protocol{SPACE},1327,c o v e n a n t ,covenant{SPACE},5347,1,367,covenant{SPACE},1414,1,1,R,2345,2342
17,1,73,H o m e r,homer{SPACE},949,D a n t e,dante{SPACE},3851,1,648,dante{SPACE},575,1,1,R,2402,981
17,1,74,s u r r e n d e r,surrender{SPACE},1201,d e f a u l t,default{SPACE},4328,1,432,default{SPACE},944,1,1,R,2282,1335
17,1,63,c o n s u m e,costume{SPACE},1925,d e p l e t e,empty{SPACE},8387,3,1354,deplete{SPACE},1154,0,0,R,2906,1831
17,1,53,s p l i t,split{SPACE},745,d i v e r g e,opposite{SPACE},5464,1,4636,diverge{SPACE},1591,1,0,R,2211,2598
17,1,25,b i z a r r e,bizarre{SPACE},1396,e c c e n t r i c,odd{SPACE},6679,3,683,eccentric{SPACE},1534,1,0,R,1885,2796
17,1,49,p o s s e s s i o n ,possession{SPACE},1771,e x o r c i s m ,exorcise{SPACE},6558,1,981,exorcism{SPACE},2741,1,1,R,2976,3832
17,1,48,N e w t o n ,newton{SPACE},1437,F a r a d a y,kelvin{SPACE},6528,3,1192,farday{SPACE},1671,1,0,R,2213,4288
17,1,50,v e g e t a t i o n ,vegatation{SPACE},2781,f o l i a g e,leaves{SPACE},3066,1,513,folliage{SPACE},1913,1,0,R,5408,1875
17,1,44,H e p b u r n,hepburn{SPACE},1285,G a r l a n d,garland{SPACE},6126,1,492,garland{SPACE},3077,1,1,R,1829,1322
17,1,31,p u p p y,puppy{SPACE},1030,g o s l i n g,gosling{SPACE},3671,1,361,gosling{SPACE},1096,1,1,R,1608,1476
17,1,36,J e f f e r s o n,jefferson{SPACE},2389,H a n c o c k,hancock{SPACE},4510,3,763,hancock{SPACE},1164,1,1,R,2339,1413
17,1,51,B u d a p e s t ,budapest{SPACE},1377,H e l s i n k i ,{SPACE},4115,2,1186,helsinki{SPACE},2776,1,0,R,1915,3934
17,1,70,d r e d g e ,dreage{SPACE},1271,h o i s t,,0,4,2115,hoist{SPACE},871,0,0,R,2491,1824
17,1,41,S t a l i n ,stalin{SPACE},4289,H u s s e i n,hussin{SPACE},7446,1,533,hussein{SPACE},1276,1,1,R,1978,4443
17,1,8,u n i q u e n e s s ,uniqueness{SPACE},3272,i d i o s y n c r a s y ,,0,4,2659,idiocyncrocy{SPACE},6309,1,0,R,3220,5298
17,1,23,i m p l e m e n t,implement{SPACE},1843,i n t e r j e c t,interrupt{SPACE},6674,1,1559,interject{SPACE},2098,1,0,P,3437,2647
17,1,65,J a c k m a n,jack{SPACE},968,J a g g e r ,jaggar{SPACE},4958,1,965,jagger{SPACE},1648,0,1,P,2672,1382
17,1,29,l a b e l,label{SPACE},1336,l i b e l,libel{SPACE},4641,1,694,libel{SPACE},810,1,1,P,1708,1076
17,1,2,l o c k e t ,locket{SPACE},1320,l o q u a c i o u s ,talkative{SPACE},9550,1,3300,loquaious{SPACE},4788,1,0,P,1859,2801
17,1,32,M a n d a r i n ,mandarin{SPACE},2147,M a n d e l a,mandela{SPACE},3429,1,418,mandela{SPACE},1158,1,1,P,3400,1311
17,1,15,m e d i u m ,medium{SPACE},1178,m e a g e r ,poor{SPACE},7768,3,1495,meager{SPACE},1199,1,0,P,2860,2764
17,1,66,m u r d e r ,murder{SPACE},2358,M e r c u r y,mercury{SPACE},3919,1,541,mercury{SPACE},1108,1,1,P,1789,1098
17,1,76,m i l i t a r y ,military{SPACE},1396,M i l l e r ,,0,4,1733,miller{SPACE},1020,1,0,P,2763,1399
17,1,28,m i l k ,mink{SPACE},786,m i n c e,mince{SPACE},4064,1,335,mince{SPACE},712,0,1,P,1817,1328
17,1,71,m o n o p o l y ,monopoly{SPACE},2336,m o n o t o n y ,annoying{SPACE},3584,3,606,monotomy{SPACE},1857,1,0,P,1849,2283
17,1,72,M o n a r c h,monarch{SPACE},1400,M o n r o e ,monroe{SPACE},3967,1,1079,monroe{SPACE},953,1,1,P,2360,1278
17,1,12,n a r r a t e,narrate{SPACE},1678,N a i r o b i,{SPACE},2596,2,3045,narobi{SPACE},2807,1,0,P,2846,2073
17,1,60,n u m b n e s s ,numbers{SPACE},1141,n u l l i f y,cancel{SPACE},6914,3,1210,nullify{SPACE},1764,0,0,P,1904,1854
17,1,35,n e u r a l ,neutral{SPACE},1318,N u r e m b e r g,neuremburg{SPACE},6335,1,556,neuremburg{SPACE},3978,1,1,P,2071,1610
17,1,56,o b s t r u c t ,obstruct{SPACE},2605,o b s c u r e,,0,2,2144,obscure{SPACE},1948,1,0,P,3395,2793
17,1,10,o m n i v o r e ,omnivore{SPACE},2793,o m n i p o t e n t ,dictator{SPACE},4816,1,3074,omnipotent{SPACE},4070,1,0,P,3773,2359
17,1,26,o s t e o p o r o s i s ,ostephorsis{SPACE},3600,o s t e n t a t i o u s ,,0,4,1675,ostentatous{SPACE},3252,1,0,P,5760,3234
17,1,47,o s m o s i s,osmosis{SPACE},1174,O s w a l d ,oswald{SPACE},4607,1,1434,oswald{SPACE},989,1,1,P,2067,1398
17,1,38,O n t a r i o,ontario{SPACE},1439,O t t a w a ,ottuwa{SPACE},5504,1,870,ottuwa{SPACE},2873,1,1,B,1802,2357
17,1,57,p l a c e b o,placebo{SPACE},1433,p a n a c e a,,0,3,1920,panacea{SPACE},1670,1,0,B,2778,5432
17,1,11,p a r a d i g m ,paradigm{SPACE},3637,p a r a g o n,stereotype{SPACE},6360,3,2216,paragon{SPACE},1554,1,0,B,3256,2715
17,1,9,p r o m i s c u o u s,promiscuous{SPACE},4629,p o l y g a m y ,polygamy{SPACE},5837,1,1092,polygomy{SPACE},2677,1,1,B,2886,1824
17,1,7,p r o d i g y,priority{SPACE},2056,p r e c o c i o u s ,savant{SPACE},4286,1,1621,precocious{SPACE},2363,0,0,B,1075,3410
17,1,59,p r o g n o s i s,prognosis{SPACE},2064,p r o p h e c y ,premotion{SPACE},9624,1,1563,propecy{SPACE},5328,1,0,B,4210,2301
17,1,46,S a i g o n ,saigon{SPACE},1087,S e o u l,soeul{SPACE},4285,1,678,seoul{SPACE},1541,1,1,B,2283,1054
17,1,43,S h e l l e y,shelly{SPACE},1472,S h a w ,,0,2,1717,shaw{SPACE},813,1,0,B,2489,1762
17,1,54,S w i t z e r l a n d,switzerland{SPACE},2382,S i c i l y ,sicili{SPACE},6313,1,727,sicily{SPACE},1749,1,1,B,3196,1920
17,1,64,S o l o ,solo{SPACE},728,S k y w a l k e r,skywalker{SPACE},4024,1,379,skywalker{SPACE},1091,1,1,B,2240,1387
17,1,6,s u b s t i t u t e ,substitute{SPACE},2570,s u r r o g a t e,surrogate{SPACE},5147,1,845,surrogate{SPACE},1920,1,1,B,2493,1566
17,1,16,T o l s t o y,tolstoy{SPACE},3875,T h o r e a u,,0,4,2592,thoreau{SPACE},1877,1,0,B,1889,2852
17,1,55,t w i t c h ,twitch{SPACE},1368,t i c,{SPACE},9004,3,1228,tic{SPACE},1160,1,0,B,2069,5474
17,1,61,t y p h o o n,typhoon{SPACE},2014,t s u n a m i,monsoon{SPACE},6153,1,286,tsunami{SPACE},1695,1,0,B,1998,2266
17,1,3,T e s l a,tesla{SPACE},1029,T u r i n g ,turig{SPACE},8901,1,1350,turing{SPACE},1463,1,0,B,2440,3422
17,1,69,W e a s l e y,weasley{SPACE},1817,W a t s o n ,watson{SPACE},5287,1,376,watson{SPACE},884,1,1,B,2989,1215
17,1,4,W a l k e r ,walker{SPACE},1488,W a y n e,wayne{SPACE},2752,1,824,wayne{SPACE},1113,1,1,B,2665,1408
17,1,21,Y o s e m i t e ,yosemite{SPACE},1466,Y e l l o w s t o n e,jackson{SPACE},8952,3,2359,yellowstone{SPACE},2495,1,0,B,2491,1898
18,1,72,g o b l i n ,goblin{SPACE},921,a b d i c a t e ,abdecate{SPACE},4160,1,124,abdicate{SPACE},1245,1,1,U,4372,3127
18,1,27,h a n d l e ,handle{SPACE},805,a b o r i g i n e,aboriginal{SPACE},8065,1,1030,aboriginal{SPACE},1214,1,1,U,3421,1384
18,1,62,h a n d k e r c h i e f ,handkerchief{SPACE},3589,a b s t a i n,{SPACE},5913,2,1068,abstain{SPACE},1334,1,0,U,4285,2372
18,1,35,h o l l y,holly{SPACE},1674,a d v o c a t e ,{SPACE},6625,1,564,advocate{SPACE},1191,1,0,U,4224,1925
18,1,3,h y m n ,hymn{SPACE},1242,A l c o t t ,{SPACE},3762,2,883,alcott{SPACE},1221,1,0,U,2076,5901
18,1,8,i d i o t,idiot{SPACE},1026,a n a c h r o n i s m,{SPACE},7194,2,742,anachronism{SPACE},2477,1,0,U,1892,9288
18,1,19,n e u t r a l i z e ,neutralize{SPACE},2132,a n a g r a m,anagram{SPACE},5991,1,1286,anagram{SPACE},1224,1,1,U,4200,3137
18,1,9,N a z i s,nazis{SPACE},1733,A n d e s,{SPACE},7897,2,1190,andes{SPACE},647,1,0,U,3901,2474
18,1,55,o p a q u e ,opaque{SPACE},958,A u r o r a ,aurora{SPACE},5201,1,818,aurora{SPACE},1003,1,1,U,2966,1115
18,1,59,o m n i s c i e n t ,omnicient{SPACE},1487,B a n g k o k,{SPACE},3647,2,641,bangkok{SPACE},1320,1,0,U,5465,2492
18,1,30,o b v i o u s,obvious{SPACE},1922,b a r t e r ,barter{SPACE},6143,1,983,barter{SPACE},828,1,1,U,2785,2195
18,1,74,O s a m a,osama{SPACE},948,B e c k h a m,bechem,8169,1,2465,beckham{SPACE},2291,1,0,U,5415,2953
18,1,75,j e r k ,jerk{SPACE},471,b i n o m i a l ,{SPACE},5473,2,597,binomial{SPACE},2238,1,0,U,2326,2127
18,1,36,h u r r i c a n e,hurricane{SPACE},1464,c a r c a s s,carcas{SPACE},4149,1,545,carcas{SPACE},1202,1,1,U,3634,546
18,1,18,H a w k i n g,hawking{SPACE},1839,C a r r o l l,{SPACE},2817,2,594,carroll{SPACE},2170,1,0,U,4275,4756
18,1,47,D o y l e,doyle{SPACE},838,c h a m e l e o n,chamelian{SPACE},5419,1,434,chamelion{SPACE},1845,1,1,U,3482,2852
18,1,48,K e n t ,kent{SPACE},731,C h u r c h i l l,{SPACE},1995,2,1176,churchill{SPACE},1648,1,0,U,2693,2282
18,1,54,G l a c i e r,glacier{SPACE},1338,C l e m e n s,{SPACE},5069,3,919,clemens{SPACE},850,1,0,U,3373,3872
18,1,65,p a r a l l e l ,parallel{SPACE},1053,c o n g r u e n t,{SPACE},8257,2,393,congruent{SPACE},1158,1,0,R,4242,2972
18,1,13,B r o s n a n,brosnan{SPACE},1706,C o n n e r y,{SPACE},3275,2,719,connery{SPACE},1248,1,0,R,7813,5177
18,1,2,p r o t o c o l ,protocol{SPACE},2113,c o v e n a n t ,{SPACE},3973,2,1994,covenant{SPACE},1530,1,0,R,3432,2857
18,1,49,H o m e r,homer{SPACE},770,D a n t e,{SPACE},2421,2,517,dante{SPACE},631,1,0,R,3420,2085
18,1,43,s u r r e n d e r,surrender{SPACE},1058,d e f a u l t,default{SPACE},7077,1,726,default{SPACE},1007,1,1,R,2432,1049
18,1,67,c o n s u m e,consume{SPACE},978,d e p l e t e,{SPACE},7686,2,666,deplete{SPACE},1726,1,0,R,3964,2626
18,1,4,s p l i t,split{SPACE},1303,d i v e r g e,split{SPACE},7416,1,1433,diverge{SPACE},1338,1,0,R,2850,2227
18,1,38,b i z a r r e,bizzare{SPACE},1199,e c c e n t r i c,eccentric{SPACE},7243,1,596,eccentric{SPACE},1279,1,1,R,2482,1349
18,1,61,p o s s e s s i o n ,possession{SPACE},1914,e x o r c i s m ,exorcism{SPACE},3414,3,1042,exorcism{SPACE},1355,1,1,R,4444,1317
18,1,50,N e w t o n ,newton{SPACE},1048,F a r a d a y,{SPACE},9190,3,1147,farraday{SPACE},1322,1,0,R,2975,2192
18,1,69,v e g e t a t i o n ,vegetarian{SPACE},2744,f o l i a g e,leaves{SPACE},5983,3,1181,foilage{SPACE},1449,1,0,R,2345,3746
18,1,57,H e p b u r n,hepburn{SPACE},1392,G a r l a n d,{SPACE},2632,2,849,garland{SPACE},805,1,0,R,3914,2387
18,1,73,p u p p y,puppy{SPACE},1498,g o s l i n g,{SPACE},2933,2,310,gossling{SPACE},1053,1,0,R,1781,2829
18,1,5,J e f f e r s o n,jefferson{SPACE},1490,H a n c o c k,jefferson{SPACE},4069,3,3077,hancock{SPACE},1212,1,0,R,3166,2228
18,1,29,B u d a p e s t ,budapest{SPACE},1201,H e l s i n k i ,fine{SPACE},3486,3,1366,helsinki{SPACE},1435,1,0,R,2649,3658
18,1,44,d r e d g e ,dredge{SPACE},1367,h o i s t,{SPACE},5183,2,491,hoist{SPACE},1130,1,0,R,3890,1727
18,1,6,S t a l i n ,stalion{SPACE},1390,H u s s e i n,{SPACE},5488,2,837,husein{SPACE},1111,0,0,R,3861,4652
18,1,26,u n i q u e n e s s ,uniqueness{SPACE},1482,i d i o s y n c r a s y ,{SPACE},5613,1,1527,idiosyncrasy{SPACE},2491,1,0,R,4344,5840
18,1,70,i m p l e m e n t,implement{SPACE},1149,i n t e r j e c t,{SPACE},7193,2,642,interject{SPACE},1368,1,0,P,3240,2619
18,1,21,J a c k m a n,jackman{SPACE},1449,J a g g e r ,jagger{SPACE},5595,1,1117,jagger{SPACE},709,1,1,P,4938,1176
18,1,16,l a b e l,label{SPACE},657,l i b e l,libel{SPACE},4986,1,1110,libel{SPACE},1102,1,1,P,2075,1248
18,1,56,l o c k e t ,locket{SPACE},905,l o q u a c i o u s ,{SPACE},6097,2,426,eloquent{SPACE},1083,1,0,P,3409,2095
18,1,76,M a n d a r i n ,mandarin{SPACE},1266,M a n d e l a,{SPACE},7163,2,873,mandela{SPACE},1235,1,0,P,4181,4751
18,1,14,m e d i u m ,medium{SPACE},1191,m e a g e r ,subpar{SPACE},8040,3,1945,meager{SPACE},984,1,0,P,3275,3989
18,1,68,m u r d e r ,murder{SPACE},1988,M e r c u r y,{SPACE},4700,1,3253,mercury{SPACE},1271,1,0,P,2919,946
18,1,52,m i l i t a r y ,military{SPACE},1340,M i l l e r ,{SPACE},1936,2,379,miller{SPACE},772,1,0,P,4745,3217
18,1,45,m i l k ,milk{SPACE},2195,m i n c e,mince{SPACE},4334,1,421,mince{SPACE},797,1,1,P,2397,819
18,1,41,m o n o p o l y ,monopoly{SPACE},1635,m o n o t o n y ,monotony{SPACE},4107,1,1082,monotony{SPACE},1409,1,1,P,1591,1764
18,1,23,M o n a r c h,monarch{SPACE},1011,M o n r o e ,monroe{SPACE},4713,1,251,monroe{SPACE},1116,1,1,P,2583,1079
18,1,28,n a r r a t e,narrate{SPACE},870,N a i r o b i,nairobi{SPACE},5551,3,1447,nairobi{SPACE},1445,1,1,P,3657,3236
18,1,17,n u m b n e s s ,numbness{SPACE},1690,n u l l i f y,{SPACE},4820,2,803,{SPACE},2969,1,0,P,3707,628
18,1,60,n e u r a l ,neural{SPACE},701,N u r e m b e r g,nuremburg{SPACE},7389,3,879,nuremberg{SPACE},1668,1,1,P,3294,2636
18,1,25,o b s t r u c t ,obstruct{SPACE},1128,o b s c u r e,unknown{SPACE},5735,3,1438,obscrue{SPACE},1153,1,0,P,4453,1961
18,1,64,o m n i v o r e ,omnivore{SPACE},1606,o m n i p o t e n t ,{SPACE},4365,2,288,omnipotent{SPACE},1529,1,0,P,4880,4673
18,1,10,o s t e o p o r o s i s ,osteoporosis{SPACE},2152,o s t e n t a t i o u s ,{SPACE},4955,2,965,ostentatious{SPACE},1506,1,0,P,4422,4728
18,1,11,o s m o s i s,osmosis{SPACE},1078,O s w a l d ,{SPACE},2931,2,266,{SPACE},3990,1,0,P,4254,612
18,1,24,O n t a r i o,ontario{SPACE},1205,O t t a w a ,{SPACE},9201,4,1252,otawa{SPACE},1102,1,0,B,3420,4492
18,1,15,p l a c e b o,placebo{SPACE},1586,p a n a c e a,cure{SPACE},5515,3,932,panacea{SPACE},1112,1,0,B,3153,7365
18,1,53,p a r a d i g m ,paradigm{SPACE},5470,p a r a g o n,{SPACE},5327,2,889,paragon{SPACE},1085,1,0,B,2927,4209
18,1,63,p r o m i s c u o u s,promiscuous{SPACE},1873,p o l y g a m y ,poligamy{SPACE},7215,1,538,poligamy{SPACE},2098,1,1,B,4964,1792
18,1,22,p r o d i g y,prodigy{SPACE},1338,p r e c o c i o u s ,protegea{SPACE},8721,3,1325,precocious{SPACE},1495,1,0,B,3108,4270
