Subject,Procedure[Block],Trial,Prime[Trial],PrimeCondition,Stimuli1,Target[Trial],TargetDefinition.RESP[Trial],ResponseRT,State,StateRT,TargetResponse.RESP[Trial],TargetResponse.RT[Trial],TargetAccuracy,PrimeIntrusion
13,S1,41,J a c k s o n,B,38,J a g g e r ,,0,2,16058,{SHIFT}Jagger{SPACE},2262,0,0
13,S1,10,l i t i g a t e ,B,39,l i b e l,,0,4,5503,libel{ENTER}{SPACE},2043,0,0
13,S1,25,l a c o n i c,B,40,l o q u a c i o u s ,talkative{SPACE},8315,1,694,loquacious{ENTER}{SPACE},3910,0,0
13,S1,66,M e n d e l ,B,41,M a n d e l a,{SHIFT}mendela{SPACE},7523,1,5919,{SHIFT}Mendela{SPACE},2112,1,0
13,S1,62,m i n i m u m,B,42,m e a g e r ,{SPACE},3970,2,1543,meager{SPACE},1998,0,0
13,S1,5,M c C a r t n e y,B,43,M e r c u r y,,0,4,6546,mercury{SPACE},2977,0,0
13,S1,3,M e l v i l l e ,B,44,M i l l e r ,{SHIFT}Melville{SPACE},9300,2,2789,{SHIFT}Miller{ENTER}{SPACE},2571,0,1
13,S1,32,m a s h ,B,45,m i n c e,,0,2,13722,mince{ENTER}{SPACE},2941,0,0
13,S1,33,m o n o g a m y ,B,46,m o n o t o n y ,mo,9871,4,1555,monotony{SPACE},2218,0,0
13,S1,59,M a d o n n a,B,47,M o n r o e ,monro,9794,1,1286,monroe{SPACE},1790,1,0
13,S1,26,N i l e ,B,48,N a i r o b i,{SPACE},6688,2,848,{SHIFT}Nairobi{SPACE},2809,0,0
13,S1,9,n e u t r a l i z e ,B,49,n u l l i f y,wi,9973,4,2536,nullify{ENTER}{SPACE},3840,0,0
13,S1,61,N a z i s,B,50,N u r e m b e r g,{SPACE},4433,2,386,{SHIFT}Nuremberg{SPACE},3696,0,0
13,S1,31,o p a q u e ,B,51,o b s c u r e,{SPACE},5412,2,971,obscure{SPACE},2147,0,0
13,S1,51,o m n i s c i e n t ,B,52,o m n i p o t e n t ,{SPACE},4480,2,1455,omnipotent{SPACE},3496,0,0
13,S1,6,o b v i o u s,B,53,o s t e n t a t i o u s ,crud,9874,2,2773,ostentanious{ENTER}{SPACE},4130,0,0
13,S1,46,O s a m a,B,54,O s w a l d ,{SPACE},2471,2,429,{SHIFT}Oswald{SPACE},2620,0,0
13,S1,36,a b d o m e n,U,55,O t t a w a ,{SHIFT}Toronto{SPACE},6685,1,333,{SHIFT}Ottawa{SPACE},3266,0,0
13,S1,52,a b o r t i o n ,U,56,p a n a c e a,,0,2,1508,panacera{SPACE},2404,0,0
13,S1,73,a b s o l v e,U,57,p a r a g o n,{SPACE},7998,2,662,paragon{SPACE},2192,0,0
13,S1,53,a d v e r b ,U,58,p o l y g a m y ,polyga,9934,4,2673,polygamy{SPACE},2472,0,0
13,S1,60,a l c h e m y,U,59,p r e c o c i o u s ,protige{SPACE},6688,1,1057,oops{SPACE},2325,0,0
13,S1,76,a n a e r o b i c,U,60,p r o p h e c y ,{SPACE},8730,4,2595,prophecy{SPACE},3333,0,0
13,S1,30,c o m p a t i b l e ,U,61,S e o u l,seoul{SPACE},8403,1,1045,seoul{SPACE},1893,1,0
13,S1,67,C r u i s e ,U,62,S h a w ,{SHIFT}Cruz{SPACE},7301,2,2363,{SHIFT}Shaw{SPACE},1621,0,1
13,S1,65,c o n t r a c t ,U,63,S i c i l y ,{SPACE},4818,2,355,{SHIFT}Sicily{SPACE},3329,0,0
13,S1,44,D e v i l,U,64,S k y w a l k e r,{SHIFT}Luke{SPACE},4935,1,1747,{SHIFT}Skywalker{SPACE},3105,0,0
13,S1,40,d e f e c t ,U,65,s u r r o g a t e,,0,2,6560,surrogate{SPACE},2331,0,0
13,S1,35,d e l e t e ,U,66,T h o r e a u,{SPACE},3539,2,602,{SHIFT}Thoreau{SPACE},2270,0,0
13,S1,29,m e n t i o n,U,67,t i c,,0,1,3487,tic{SPACE},1167,0,0
13,S1,15,T y l e r,U,68,t s u n a m i,{SPACE},7369,4,2481,tsunami{ENTER}{SPACE},3262,0,0
13,S1,48,p e r j u r y,U,69,T u r i n g ,{SPACE},1981,2,615,{SHIFT}Turing{SPACE},2993,0,0
13,S1,38,v e r b o s e,U,70,W a t s o n ,{SPACE},2306,2,430,{SHIFT}Watson{SPACE},1930,0,0
13,S1,63,G a n d h i ,U,71,W a y n e,walker{SPACE},6969,2,1677,{SHIFT}Wayne{SPACE},1911,0,0
13,S1,45,s p a r s e ,U,72,Y e l l o w s t o n e,{SHIFT}Yellowstone{SPACE},7453,2,1020,{SHIFT}Yellowstone{SPACE},2666,1,0
14,S2,30,r e s i g n ,R,1,a b d i c a t e ,resigned,9899,3,2862,abdicate{SPACE},2510,0,1
14,S2,7,n a t i v e ,R,2,a b o r i g i n e,aboriginal,8444,1,2271,aborigine{SPACE},3827,1,0
14,S2,56,r e f u s e ,R,3,a b s t a i n,obstain{SPACE},7934,1,2345,obstain{SPACE},5221,1,0
14,S2,4,c o n d o n e,R,4,a d v o c a t e ,condone{SPACE},9347,1,1794,advocate{SPACE},3412,0,1
14,S2,12,B r o n t e ,R,5,A l c o t t ,{SPACE},2871,2,2843,alcott{SPACE},2702,0,0
14,S2,64,m i s p l a c e ,R,6,a n a c h r o n i s m,displa,9507,4,1415,anachronism{SPACE},4610,0,0
14,S2,6,p u z z l e ,R,7,a n a g r a m,anagram,9670,1,5642,anagram{SPACE},3806,1,0
14,S2,37,H i m a l a y a s,R,8,A n d e s,{SPACE},7791,2,1344,andes{SPACE},1997,0,0
14,S2,67,C i n d e r e l l a ,R,9,A u r o r a ,aurora{SPACE},5857,1,246,aurora{SPACE},3292,1,0
14,S2,76,V i e t n a m,R,10,B a n g k o k,,9170,2,1845,bangkok{SPACE},4985,0,0
14,S2,11,t a r i f f ,R,11,b a r t e r ,barter{SPACE},8343,1,1505,barter{SPACE},2682,1,0
14,S2,75,M e s s i,R,12,B e c k h a m,{SPACE},3470,2,681,beckham{SPACE},3562,0,0
14,S2,43,e q u a t i o n ,R,13,b i n o m i a l ,equation{SPACE},7076,1,1844,equation{SPACE},4399,0,1
14,S2,74,s k e l e t o n ,R,14,c a r c a s s,corpse{SPACE},5026,3,1290,carcass{SPACE},3290,0,0
14,S2,47,R o w l i n g,R,15,C a r r o l l,,0,4,1426,carroll{SPACE},3420,0,0
14,S2,34,g e c k o,R,16,c h a m e l e o n,chameleon{SPACE},9692,1,1323,chameleon{SPACE},3618,1,0
14,S2,51,T h a t c h e r ,R,17,C h u r c h i l l,thatcher{SPACE},6316,1,5532,churchill{SPACE},4966,0,1
14,S2,24,S a w y e r ,R,18,C l e m e n s,sawyer{SPACE},5639,1,1877,clemens{SPACE},2685,0,1
14,S2,32,C o n g r e s s ,P,19,c o n g r u e n t,,0,4,2126,congruent{SPACE},3636,0,0
14,S2,44,C o b a i n ,P,20,C o n n e r y,{SPACE},8370,2,810,connery{SPACE},2534,0,0
14,S2,13,c o n v e n i e n t ,P,21,c o v e n a n t ,covenant{SPACE},6923,1,1121,covenant{SPACE},4140,1,0
14,S2,3,d a w n ,P,22,D a n t e,dawn{SPACE},7937,2,4267,dante{SPACE},3413,0,1
14,S2,59,d i f f i c u l t,P,23,d e f a u l t,debted,9598,3,1633,default{SPACE},2264,0,0
14,S2,61,d e p t h,P,24,d e p l e t e,c,9740,4,2063,deplete{SPACE},3018,0,0
14,S2,25,d i g e s t ,P,25,d i v e r g e,difract,8986,3,2797,diverge{SPACE},2421,0,0
14,S2,18,e c s t a t i c ,P,26,e c c e n t r i c,e,6502,4,2425,eccentric{SPACE},6098,0,0
14,S2,16,e x e r c i s e ,P,27,e x o r c i s m ,exercis,8442,4,7485,exorcism{SPACE},3165,0,1
14,S2,73,F a h r e n h e i t ,P,28,F a r a d a y,newton{SPACE},9202,3,1142,faraday{SPACE},3161,0,0
14,S2,14,f o l d i n g,P,29,f o l i a g e,foliage{SPACE},6267,1,1021,foliage{SPACE},2717,1,0
14,S2,55,g a r n i s h,P,30,G a r l a n d,garland,9586,1,1253,garland{SPACE},2571,1,0
14,S2,50,g o b l i n ,P,31,g o s l i n g,goosling,8919,3,1690,gosling{SPACE},3857,1,0
14,S2,45,h a n d l e ,P,32,H a n c o c k,,8698,4,2301,hancock{SPACE},2596,0,0
14,S2,60,h a n d k e r c h i e f ,P,33,H e l s i n k i ,{SPACE},1832,2,760,helsinki{SPACE},4994,0,0
14,S2,2,h o l l y,P,34,h o i s t,lift,9808,3,3475,hoist{SPACE},2858,0,0
14,S2,22,h y m n ,P,35,H u s s e i n,hussein{SPACE},9643,3,3277,hussein{SPACE},2974,1,0
14,S2,42,i d i o t,P,36,i d i o s y n c r a s y ,identification,8000,3,2451,idiosyncrysy{SPACE},6356,0,0
14,S2,40,i n t e r f e r e,B,37,i n t e r j e c t,interference{SPACE},9542,3,1180,interject{SPACE},4490,0,1
14,S2,48,J a c k s o n,B,38,J a g g e r ,{SPACE},4601,2,563,{SHIFT}Jagger{SPACE},2822,0,0
14,S2,19,l i t i g a t e ,B,39,l i b e l,,0,4,1840,libel{SPACE},2573,0,0
14,S2,35,l a c o n i c,B,40,l o q u a c i o u s ,convers,9816,4,1789,loquacious{SPACE},4396,0,0
14,S2,26,M e n d e l ,B,41,M a n d e l a,mandela{SPACE},7438,1,1872,mandela{SPACE},2187,1,0
14,S2,29,m i n i m u m,B,42,m e a g e r ,poor,7427,3,2758,meager{SPACE},2134,0,0
14,S2,53,M c C a r t n e y,B,43,M e r c u r y,{SPACE},8284,2,759,mercury{SPACE},2754,0,0
14,S2,72,M e l v i l l e ,B,44,M i l l e r ,{SPACE},2638,2,684,miller{SPACE},2442,0,0
14,S2,52,m a s h ,B,45,m i n c e,chop,7089,3,2068,mince{SPACE},1917,0,0
14,S2,69,m o n o g a m y ,B,46,m o n o t o n y ,repetitive,8440,3,1260,monotony{SPACE},4419,0,0
14,S2,54,M a d o n n a,B,47,M o n r o e ,monroe{SPACE},7676,1,1363,monroe{SPACE},3077,1,0
14,S2,33,N i l e ,B,48,N a i r o b i,,0,2,2556,nairobi{SPACE},2987,0,0
14,S2,28,n e u t r a l i z e ,B,49,n u l l i f y,,0,4,4551,nullify{SPACE},3731,0,0
14,S2,41,N a z i s,B,50,N u r e m b e r g,{SPACE},8666,2,1238,nuremburg{SPACE},3259,0,0
14,S2,5,o p a q u e ,B,51,o b s c u r e,m,9970,2,2677,{LEFTARROW}obscure{SPACE},10722,0,0
14,S2,31,o m n i s c i e n t ,B,52,o m n i p o t e n t ,almighty,7842,3,2085,om{SPACE},1349,0,0
14,S2,66,o b v i o u s,B,53,o s t e n t a t i o u s ,ostentatious{SPACE},8305,3,1212,ostentatious{SPACE},5887,1,0
14,S2,9,O s a m a,B,54,O s w a l d ,oswald{SPACE},6339,1,1283,oswald{SPACE},5166,1,0
14,S2,70,a n a c o n d a ,U,55,O t t a w a ,quebec{SPACE},5063,1,1371,ottawa{SPACE},2540,0,0
14,S2,17,a n d r o i d,U,56,p a n a c e a,{SPACE},9174,2,2028,panacea{SPACE},4804,0,0
14,S2,36,A u s t r a l i a,U,57,p a r a g o n,,0,4,2066,paragon{SPACE},3494,0,0
14,S2,46,b a n i s t e r ,U,58,p o l y g a m y ,polygamy{SPACE},6452,1,1247,polygamy{SPACE},4026,1,0
14,S2,57,b a r t e n d e r,U,59,p r e c o c i o u s ,prodigy,8566,3,1929,precocious{SPACE},6017,0,0
14,S2,23,B e c k e t t,U,60,p r o p h e c y ,,0,4,2402,prophecy{SPACE},4420,0,0
14,S2,10,d i f f e r ,U,61,S e o u l,tibet{SPACE},8193,1,5233,{SHIFT}Seoul{SPACE},3334,0,0
14,S2,8,e r r a t i c,U,62,S h a w ,{SPACE},3568,2,2294,shaw{SPACE},2929,0,0
14,S2,65,e x i l e,U,63,S i c i l y ,sicily,8285,3,3137,sicily{SPACE},2926,1,0
14,S2,15,F e y n m a n,U,64,S k y w a l k e r,skywalker{SPACE},6712,1,1207,skywalker{SPACE},2618,1,0
14,S2,68,f o r e s t ,U,65,s u r r o g a t e,surrogate{SPACE},5198,1,351,surrogate{SPACE},2834,1,0
14,S2,62,G a r n e r ,U,66,T h o r e a u,{SPACE},2537,2,347,thoreau{SPACE},3705,0,0
14,S2,63,B o w i e,U,67,t i c,tic{SPACE},7339,1,1263,tic{SPACE},1625,1,0
14,S2,27,S h a k e s p e a r e,U,68,t s u n a m i,tsunami{SPACE},9662,1,1487,tsunami{SPACE},2545,1,0
14,S2,71,g r a t e,U,69,T u r i n g ,{SPACE},3663,2,289,turing{SPACE},2288,0,0
14,S2,49,i n v a r i a b l e ,U,70,W a t s o n ,,0,4,2464,watson{SPACE},2348,0,0
14,S2,38,H o u s t o n,U,71,W a y n e,ken,9880,3,2028,wayne{SPACE},2514,0,0
14,S2,21,M a d a g a s c a r ,U,72,Y e l l o w s t o n e,yellowstone{SPACE},7031,1,1334,yellowstone{SPACE},4107,1,0
